"Categoria","Ano","num_chave_nota_fiscal_eletronica","num_item_nota_fiscal_eletronica","cod_anp","cod_ncm","cod_unidade","des_anp","des_produto"
CB,2024,"41240310885089000174650060001257791002679701",2,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA ADITIVADA (b:17)
CB,2024,"41240332603313000120650010009992301009080885",1,"320102001","27101259",L,GASOLINA C COMUM,ORIGINAL GASOLINA Bico 15
CB,2024,"41240341210820000195650010000957481002546075",2,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMUM (b:1)
CB,2024,"41240376064021000132550030000008751837740777",2,"820101012","27101921",l,OLEO DIESEL B S500 COMUM,DIESEL S10
CB,2024,"41240378766797000120650010015999151015806169",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA C (b:20)
CB,2024,"41240401459144000173550020000385491018861633",1,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240401459144000173550020000385491018861633",2,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240401459144000173550020000385491018861633",4,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240401459144000173550020000385491018861633",5,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240401459144000173550020000385491018861633",6,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240401459144000173550020000385491018861633",7,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240401459144000173550020000385491018861633",8,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240408960623000118650010011279011566884641",1,"820101030","27101921",L,DIESEL B20 S50 COMUM,DIESEL S 10
CB,2024,"41240409020402000122650100002509461358596544",3,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GASOLINA ORIGINAL ADITIVADA DT CLEAN
CB,2024,"41240409020402000122650170000497641902192906",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA ORIGINAL
CB,2024,"41240412759476000190650030003915781004020615",1,"320102001","27101259",L,GASOLINA C COMUM,ORIGINAL GASOLINA Bico 10
CB,2024,"41240432603313000120650010010173911009262537",1,"320102001","27101259",L,GASOLINA C COMUM,ORIGINAL GASOLINA Bico 12
CB,2024,"41240501459144000173550020000391971019015853",1,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240501459144000173550020000391971019015853",3,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240501459144000173550020000391971019015853",4,"820101034","27101921",L,Diesel S-10,Diesel S-10
CB,2024,"41240507512655000198651000005892391714228268",2,"820101012","27101921",l,OLEO DIESEL B S500 COMUM,DIESEL S-500
CB,2024,"41240510885089000174650050001220951003084321",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM (b:15)
CB,2024,"41240532603313000120650010010450961009539917",2,"320102001","27101259",L,GASOLINA C COMUM,ORIGINAL GASOLINA Bico 12
CB,2024,"41240537562183000149650020004038721004049464",2,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,IPIMAX GASOLINA ADITIVADA Bico 06
CB,2024,"41240576465590000190650170001277061438596285",1,"820101034","27101921",LT,OLEO DIESEL B S10 - COMUM,OLEO DIESEL S 10
CB,2024,"41240604659542000121650050003818441938295085",1,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GASOLINA V-POWER
CB,2024,"41240623883405000110550070000004021450237183",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"41240676064021000132550030000019171235209051",1,"820101012","27101921",l,OLEO DIESEL B S500 COMUM,DIESEL S10
CB,2024,"41240676064021000132550030000019711340911059",3,"820101012","27101921",l,OLEO DIESEL B S500 COMUM,DIESEL S10
CB,2024,"41240704659542000121650090001417551238271059",1,"820101033","27101921",LT,OLEO DIESEL B S10 - ADITIVADO,SHELL EVOLUX DIESEL S-10
CB,2024,"41240709262475000120650010006366611975059541",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL ORIGINAL S10
CB,2024,"41240723883405000110550070000005161616851190",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"41240776064021000132550030000022831997579624",2,"820101012","27101921",l,OLEO DIESEL B S500 COMUM,DIESEL S10
CB,2024,"41240802799756000178650040000711701389274343",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"41240809160226003301550100000059771943299471",1,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA REFINADA C.
CB,2024,"41240810888359000109650010014950151016162412",1,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA C ADITIVADA (b:4)
CB,2024,"41240876064021000132550030000023911346101026",2,"820101012","27101921",l,OLEO DIESEL B S500 COMUM,DIESEL S10
CB,2024,"41240903566285000110650150010264011012755936",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 Bico 1
CB,2024,"41240904868412000280653100001285521290727642",2,"820101034","27101921",l,OLEO DIESEL B S10 COMUM,DIESEL S-10
CB,2024,"41240905747763000114650050008957311087714830",1,"320101001","27101259",L,GASOLINA A COMUM,GASOLINA COMUM
CB,2024,"41240908011719000130650010008003371012887523",2,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA C ADITIVADA (b:11)
CB,2024,"41240910885089000174650050001496211003749334",1,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA ADITIVADA (b:17)
CB,2024,"41240926912989000101652010005707991891160264",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S-10 ORIGINAL
CB,2024,"41240928917336000132650050017876161017272258",2,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL S10 Bico 13
CB,2024,"41240929404716000136650110002849111921902102",2,"820101034","27101921",L,Oleo diesel B S10 comum,OLEO DIESEL B S-10 ORIGINAL
CB,2024,"41240941463789000102650020003464821194322367",2,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA ADITIVADA
CB,2024,"41240976064021000132550030000027901710250086",3,"320102002","27101259",l,GASOLINA C COMUM ADITIVADA,GASOLINA C ADITIVADA
CB,2024,"41241036697963000133650050003709101260687775",1,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO HAVOLINE 0W20 1L
CB,2024,"41241048127299000176650020001008871001820868",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM (b:2)
CB,2024,"41241048642997000100650010000990171000997941",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 10
CB,2024,"41241105483837000152651240001272001008323121",1,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA VPOWER SHELL
CB,2024,"41241105483837000152651240001272001008323121",2,,"38249952",UN,,FLUIDO PRADIAD.PETROPLUS ROSA 500ML
CB,2024,"41241110885089000174650050001604581004003157",1,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA ADITIVADA (b:17)
CB,2024,"41241120169844000178650650000194881000584646",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 08
CB,2024,"41241152243514000171650100001012801247838104",1,"320102002","27101259",LITRO,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2024,"42240183488882001690650070000162101001762623",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 8
CB,2024,"42240215462684000110550020000108541060933552",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 COMUM
CB,2024,"42240215462684000110550020000108541060933552",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240215462684000110550020000108541060933552",4,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO MOBIL 3000 - 0W20 1L
CB,2024,"42240252785570000138550010000000951710328004",1,,"27101932",UN,,OLEO DO MOTOR 5W30 FLEX
CB,2024,"42240282549809000131650010000342761140821350",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240283650655000132650010003091591171154506",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240306010428000100550010000380471000392840",1,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,DIESEL - S10 ORIGINAL ADITIVADO
CB,2024,"42240306010428000100550010000380471000392840",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240306010428000100550010000380471000392840",3,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,DIESEL - S10 ORIGINAL ADITIVADO
CB,2024,"42240306010428000100550010000380471000392840",4,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240306010428000100550010000380471000392840",6,,"27101932",UN,,F 1 SINTETICO 10 W 40 L
CB,2024,"42240407473735015880650020002273091004759035",4,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 Bico 37
CB,2024,"42240414387640000100650010001394221809382513",1,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA / COMUM
CB,2024,"42240582549809000131650010000936771231102192",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240608253550000124650030000195151171532441",1,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240702899073000192650150001331291071351197",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240783488882000456650070002511991003789755",2,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA SHELL V-POWER Bico 15
CB,2024,"42240783488882003714650070002039451004215718",2,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA GRID Bico 11
CB,2024,"42240816099559000150550010000646991003062516",1,"620501001","27101932",LT,CICLO OTTO,MOPAR SAE 0W20 SINTETIC
CB,2024,"42240820630766000167650020001566911673322176",1,"820101034","27101921",LT,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B S10
CB,2024,"42240872166861000155650020000860621202185240",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240882549809000131650010001396071071234503",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240902314908000286650020000057401000058402",3,"320102001","27101259",L,GASOLINA C COMUM,ORIGINAL GASOLINA Bico 07
CB,2024,"42240915462684000110550020000114581041026453",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 COMUM
CB,2024,"42240915462684000110550020000114581041026453",4,,"38190000",UN,,FLUIDO DE FREIO RADNAQ DOT-3 200ML
CB,2024,"42240915462684000110550020000114581041026453",5,,"38190000",UN,,FLUIDO DE FREIO RADNAQ DOT-4 200ML
CB,2024,"42240915462684000110550020000114581041026453",6,,"38249941",UN,,FLUIDO PARA RADIADORES NATTO XN-5.01 L
CB,2024,"42240915462684000110550020000114581041026453",7,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2024,"42240915462684000110550020000114581041026453",8,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42240915462684000110550020000114581041026453",10,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO BARDAHL SN 5W30 1L
CB,2024,"42240915462684000110550020000114581041026453",11,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO BR TECNO 15W40 SN 500ML
CB,2024,"42240982549809000131650010001653731211114233",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42241015462684000110550020000115511080945183",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 COMUM
CB,2024,"42241015462684000110550020000115511080945183",2,,"38249941",UN,,FLUIDO PARA RADIADORES NATTO XN-5.01 L
CB,2024,"42241015462684000110550020000115511080945183",3,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2024,"42241015462684000110550020000115511080945183",4,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42241082549809000131650010001723351031025185",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"42241082549809000131650010001836211231608019",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"43240188382502000175650010008077011600721341",1,"620505001","27101932",LT,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,LUBRAX TECNO 15W40  SL SEMI GRANEL TAMBOR
CB,2024,"43240207857128000115650050011136821290129822",3,"320101001","27101259",L,GASOLINA A COMUM,GASOLINA COMUM
CB,2024,"43240306287728001447650010000746901701936456",3,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,ORIGINAL DIESEL S10 Bico 13
CB,2024,"43240311591248000190650020007807881605693628",3,"320102002","27101259",L,GASOLINA ADITIVADA,GASOLINA DT CLEAN
CB,2024,"43240317695813002270650050003658081133744532",6,"820101034","27101921",L,OLEO DIESEL S10 COMUM,DIESEL S 10 COMUM
CB,2024,"43240327774361000141550010000023331712697125",1,"620501001","27101932",LT,CICLO OTTO,OLEO MOTOR SEMI-SINTETICO 15W40
CB,2024,"43240335131081000143650320002197231257954834",1,"620501001","27101932",UN,CICLO OTTO,OLEO LUBRIFICANTE IPIRANGA F1 5W30 SINT
CB,2024,"43240347948315000129650110001607771900702680",1,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240393489243004537650020016944311022947764",2,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO LUB HELIX PROTECT 5W30 1L
CB,2024,"43240435131081000143650320002319991195297987",1,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240447948315000129650110001749189034581243",1,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240507947921000296550010000373941357166059",3,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240517695813000227650050005290991626008392",2,"320102001","27101259",L,GASOLINA COMUM,GASOLINA COMUM
CB,2024,"43240607045622000347653040001681441007824798",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"43240622436501000310650010011953751954707638",1,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GA  GASOLINA ADITIVADA
CB,2024,"43240627774361000141550550000000071717301554",1,,"27101932",PC,,OLEO 15W40  MOTOR DIESEL
CB,2024,"43240690589698000387650500007193241898375820",1,"320102001","27101259",L,GASOLINA COMUM,GASOLINA COMUM
CB,2024,"43240703358858001869650010000754531001527669",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"43240707805629000158650050002204641004433151",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"43240793489243004537650020017446941023461164",2,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO LUB HELIX HX8 SYNTHETIC 5W30 1LT
CB,2024,"43240795425369002791650010006306461663283652",1,"320102001","27101259",L,GASOLINA A COMUM,GASOLINA C COMUM
CB,2024,"43240828056275000166650150012700281426666852",1,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GA  GASOLINA ADITIVADA
CB,2024,"43240831633529000176650010004128501278148764",3,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2024,"43240893489243006408650020021535931121290532",1,"320102001","27101259",L,DERIVADOS LEVES - GASOLINA C COMUM,GASOLINA COMUM Bc-6
CB,2024,"43240907473735018200650020004566821006392744",2,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 Bico 26
CB,2024,"43240907473735020700650020003585141005317600",3,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 Bico 04
CB,2024,"43240907473735021774650020000264991001920900",3,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA ADITIVADA Bico 10
CB,2024,"43240910447389000171551010000037691960632258",1,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240910447389000171551010000037691960632258",2,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GA  GASOLINA ADITIVADA SHELL VPOWER NITRO
CB,2024,"43240917695813002432650050008547601086752314",1,"320102002","27101259",L,GASOLINA ADITIVADA,GASOLINA ADITIVADA
CB,2024,"43240919139482000606650310000268421609633248",2,"320102001","27101259",LT,GASOLINA C COMUM,"GASOLINA C COMUM, ONU 1203, CLASSE III"
CB,2024,"43240923001545000118650020000620461001715578",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"43240923448964001174650110002082621938979021",3,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240923448964001760650000007049801028525704",3,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240936787335000149650150001125091712099790",1,"320102001","27101259",LT,GASOLINA C COMUM,GC  GASOLINA COMUM
CB,2024,"43240937022930000156650020000401971000816802",1,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA ADITIVADA
CB,2024,"43240972500069000195650210001943011656151492",1,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GA  GASOLINA ADIT SHELL VPOWER
CB,2024,"43240989347330000161650120005359011633056376",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA B:02
CB,2024,"43241023448964000607650050016122101023123414",1,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GA  GASOLINA ADITIVADA SHELL VPOWER NITRO
CB,2024,"43241193489243004618650020012602241141480412",2,"810101001","22071090",L,COMBUSTIVEIS ALTERNATIVOS - ETANOL HIDRATADO COMUM,ETANOL Bc-6
CB,2024,"50240202394473000146550010001893461020714371",1,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,"2T DE LITRO IPIRANGA"
CB,2024,"50240202394473000146550010001893461020714371",2,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240202394473000146550010001893461020714371",3,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240202394473000146550010001893461020714371",4,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240202394473000146550010001893461020714371",6,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240202394473000146550010001893461020714371",7,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240202394473000146550010001893471020714530",1,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240202394473000146550010001893471020714530",3,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240202394473000146550010001893471020714530",4,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240302394473000146550010001904641021015604",1,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240302394473000146550010001904641021015604",3,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240302394473000146550010001904641021015604",4,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240302394473000146550010001904641021015604",5,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,IPIMAX GASOLINA ADITIVADA
CB,2024,"50240402394473000146550010001921661021473930",1,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240402394473000146550010001921661021473930",2,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240402394473000146550010001921661021473930",3,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240402394473000146550010001921661021473930",5,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240442115947000198650010001020081001253698",2,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ORIGINAL ETANOL Bico 04
CB,2024,"50240602394473000146550010001954881022411916",2,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240602394473000146550010001954881022411916",3,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240602394473000146550010001954881022411916",4,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240702394473000146550010001968481022771550",1,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240702394473000146550010001968481022771550",2,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240702394473000146550010001968481022771550",3,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240702394473000146550010001968481022771550",5,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50240731471133000170550110000002531262530771",1,"320102002","27101259",LT,GASOLINA C COMUM ADITIVADA,GASOLINA ADITIVADA IPIMAX
CB,2024,"50240731471133000170550110000002531262530771",2,"810101001","22071090",LT,ETANOL HIDRATADO COMUM,ETANOL COMUM HIDRATADO
CB,2024,"50240737894738000150650010001531651001549492",1,"320102001","27101259",L,GASOLINA C COMUM,ORIGINAL GASOLINA Bico 06
CB,2024,"50240802394473000146550010002001571023602164",1,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50240802394473000146550010002001571023602164",3,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50241053445277000194550020000007601000836107",2,"320101001","27101259",L,GASOLINA A COMUM,GASOLINA COMUM
CB,2024,"50241102394473000146550010002056361024866170",2,"320101001","27101259",L,GASOLINA A COMUM,ORIGINAL GASOLINA
CB,2024,"50241102394473000146550010002056361024866170",3,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"50241102394473000146550010002056361024866170",4,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,IPIMAX DIESEL S10 ADITIVADO
CB,2024,"52240204081151000172550030000057601009033948",1,"320102002","27101259",L,GASOLINA C ADITIVADA - GASOLINAS,GASOLINA ADITIVADA
CB,2024,"52240204081151000172550030000057601009033948",2,"320102001","27101259",L,GASOLINA C COMUM - GASOLINAS,GASOLINA COMUM
CB,2024,"52240204081151000172550030000057601009033948",3,"810101001","22071090",L,ALCOOL ETILICO HIDRATADO COMUM - ALCOOL,ETANOL HIDRATADO COMUM
CB,2024,"52240300403785000143550050000013631767494174",1,"810101002","22071090",LT,ETANOL ADITIVADO,ETANOL ADITIVADO
CB,2024,"52240300403785000143550050000013631767494174",2,"810101002","22071090",LT,ETANOL ADITIVADO,ETANOL ADITIVADO
CB,2024,"52240300403785000143550050000013631767494174",3,"810101002","22071090",LT,ETANOL ADITIVADO,ETANOL ADITIVADO
CB,2024,"52240300403785000143550050000013631767494174",4,"810101002","22071090",LT,ETANOL ADITIVADO,ETANOL ADITIVADO
CB,2024,"52240300403785000143550050000013631767494174",5,"810101002","22071090",LT,ETANOL ADITIVADO,ETANOL ADITIVADO
CB,2024,"52240300403785000143550050000013631767494174",6,"810101002","22071090",LT,ETANOL ADITIVADO,ETANOL ADITIVADO
CB,2024,"52240300403785000143550050000013631767494174",7,"810101002","22071090",LT,ETANOL ADITIVADO,ETANOL ADITIVADO
CB,2024,"52240300403785000143550050000013631767494174",9,"320102001","27101259",LT,GASOLINA COMUM,GASOLINA COMUM
CB,2024,"52240300403785000143550050000013631767494174",10,"320102001","27101259",LT,GASOLINA COMUM,GASOLINA COMUM
CB,2024,"52240300403785000143550050000013631767494174",11,"320102001","27101259",LT,GASOLINA COMUM,GASOLINA COMUM
CB,2024,"52240300403785000143550050000013631767494174",12,"320102001","27101259",LT,GASOLINA COMUM,GASOLINA COMUM
CB,2024,"52240300403785000143550050000013631767494174",13,"320102001","27101259",LT,GASOLINA COMUM,GASOLINA COMUM
CB,2024,"52240300403785000143550050000013631767494174",14,"620501001","27101932",UN,OLEOS LUB. PARAF E GRAXAS INTERMEDIARIOS,IPI F1 MASTER PERF SL 15W40 SEM 1LT
CB,2024,"52240350784645000130650010000513501001035062",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA TIPO C GRANEL
CB,2024,"52240404533869000152650010011168551336385532",1,"820101034","27101921",LT,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B S10
CB,2024,"52240409089148000119550010000084681973256230",1,"620501001","27101932",UN,OLEOS LUB. PARAF E GRAXAS INTERMEDIARIOS,PETRONAS SELENIA PERF. 5W40 SN 24X01
CB,2024,"52240409089148000119550010000084681973256230",2,"810101001","22071090",LT,ETANOL HID. COMB-COMUM,ETANOL HID. COMB-COMUM
CB,2024,"52240409089148000119550010000084681973256230",3,"320102001","27101259",LT,GASOLINA C-COMUM,GASOLINA C-COMUM
CB,2024,"52240409089148000119550010000084681973256230",4,"810101001","22071090",LT,ETANOL HIDRATADO COMBUSTIVEL-COMUM,ETANOL HIDRATADO COMBUSTIVEL-COMUM
CB,2024,"52240501135714000170550010000123641939339030",1,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL COMUM
CB,2024,"52240501135714000170550010000123641939339030",2,"320102002","27101259",L,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2024,"52240501135714000170550010000123641939339030",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2024,"52240501135714000170550010000123641939339030",4,"820101033","27101921",L,OLEO DIESEL BS10 ADITIVADO,OLEO DIESEL B S 10 - ADITIVADO
CB,2024,"52240501138114000165650020011050671343315975",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B  S10 - COMUM
CB,2024,"52240525124074000160550010000182671594699830",1,"810101001","22071090",L,ETANOL HIDRATADO COMBUSTIVEL COMUM,ETANOL HIDRATADO COMBUSTIVEL COMUM
CB,2024,"52240531058163000159650020002151871014206533",1,"820101034","27101921",L,OLEO DIESEL B S10 COMUM,OLEO DIESEL B S10 COMUM (b:26)
CB,2024,"52240531058163000159650020002151871014206533",2,"620501001","27101932",UN,CICLO OTTO,DULUB ATF 10W20 1L
CB,2024,"52240531058163000159650020002151871014206533",4,"620501001","27101932",UN,CICLO OTTO,SHELL RIMULA R3 S 15W 40
CB,2024,"52240637427503000158650010001142251001486338",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL S-10
CB,2024,"52240637427503000158650010001142251001486338",2,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL S-10
CB,2024,"52240714137177000149550020000035481546767351",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA C COMUM
CB,2024,"52240714137177000149550020000035481546767351",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA C COMUM
CB,2024,"52240714137177000149550020000035481546767351",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA C COMUM
CB,2024,"52240714137177000149550020000035481546767351",4,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA C COMUM
